web-scraper-order,web-scraper-start-url,app,app-href,title,developer-link,developer,developer-website,faq-link,app-category,rating,reviews,image-src
"1586368883-3499","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=6&pricing=all&requirements=off&sort_by=installed","Translation Lab","https://apps.shopify.com/content-translation?surface_detail=all&surface_inter_position=6&surface_intra_position=1&surface_type=category","Translation Lab","https://apps.shopify.com/partners/sherpas-design","Sherpas Design","http://www.sherpas.design","https://sherpas.design/blogs/multi-language-shopify/translation-lab-faqs","Store design","4.8 of 5 stars","(72 reviews)","https://apps.shopifycdn.com/listing_images/fdc796485b6462ec4b5071f81d2613bf/icon/b41d6b3765d20162a98db2114583589b.jpg?height=84&quality=90&width=84"
"1586366477-2397","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=51&pricing=all&requirements=off&sort_by=installed","Sticky Add to Cart Button PRO","https://apps.shopify.com/sticky-buy-now-button?surface_detail=all&surface_inter_position=51&surface_intra_position=23&surface_type=category","Sticky Add to Cart Button PRO","https://apps.shopify.com/partners/developer-4a70f89352f3d78b","Website On-Demand","https://websiteondemand.ca/shopify/","https://websiteondemand.zendesk.com/hc/en-us/categories/360000522671-Sticky-Buy-Now-Button","Store design","5.0 of 5 stars","(64 reviews)","https://apps.shopifycdn.com/listing_images/b97db478637fe3a2cf00df3f4625446d/icon/455bef0245ecdc90682e21443d43303d.png?height=84&width=84"
"1586368403-3280","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=15&pricing=all&requirements=off&sort_by=installed","InstaShop: Shoppable Instagram","https://apps.shopify.com/instashop?surface_detail=all&surface_inter_position=15&surface_intra_position=4&surface_type=category","InstaShop: Shoppable Instagram","https://apps.shopify.com/partners/developer-481b789a3ded6383","Zipline","https://instashopapp.com","https://support.instashopapp.com/kb/index.php","Places to sell","4.7 of 5 stars","(50 reviews)","https://apps.shopifycdn.com/listing_images/004be09d66f721d99c256a5bdbed2100/icon/c8c24bfcba749252d00e3263c81303f0.png?height=84&width=84"
"1586361841-1416","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=92&pricing=all&requirements=off&sort_by=installed","Credible","https://apps.shopify.com/credible-proof?surface_detail=all&surface_inter_position=92&surface_intra_position=20&surface_type=category","Credible","https://apps.shopify.com/partners/qokka","Qokka","null","https://qokka.com/privacy-policy","Sales and conversion optimization","null","null","https://apps.shopifycdn.com/listing_images/80459af5148bcc9eef31bf3078611eeb/icon/e8c19fe063518038bebb885cf99ea70d.png?height=84&width=84"
"1586369003-3553","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=3&pricing=all&requirements=off&sort_by=installed","Image Optimizer + Compression","https://apps.shopify.com/crush-pics?surface_detail=all&surface_inter_position=3&surface_intra_position=19&surface_type=category","Image Optimizer + Compression","https://apps.shopify.com/partners/space-squirrel","Space Squirrel Ltd.","https://crush.pics/platforms/shopify","https://crush.pics/faq","Store design","4.8 of 5 stars","(682 reviews)","https://apps.shopifycdn.com/listing_images/b345bcf80dd5beb343dbabad58101723/icon/6b6e87e668a8d29e9d94e61c3a086a57.jpg?height=84&quality=90&width=84"
"1586368401-3279","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=15&pricing=all&requirements=off&sort_by=installed","Pre‑order Now ‑ PreOrder","https://apps.shopify.com/preorder-now?surface_detail=all&surface_inter_position=15&surface_intra_position=5&surface_type=category","Pre‑order Now ‑ PreOrder","https://apps.shopify.com/partners/developer-4a70f89352f3d78b","Website On-Demand","https://websiteondemand.ca/shopify","https://websiteondemand.zendesk.com/hc/en-us/categories/360000494011-Pre-order-Now","Store design","4.8 of 5 stars","(336 reviews)","https://apps.shopifycdn.com/listing_images/9ddcd09d5748d59dd30ad51a5a743946/icon/92e34c44b08dbdd932a1819f2b668031.png?height=84&width=84"
"1586367467-2852","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=32&pricing=all&requirements=off&sort_by=installed","Wishpond Free Popup Builder","https://apps.shopify.com/free-popup-builder?surface_detail=all&surface_inter_position=32&surface_intra_position=24&surface_type=category","Wishpond Free Popup Builder","https://apps.shopify.com/partners/wishpond","Wishpond","http://support.wishpond.com/l/en/","http://support.wishpond.com/l/en/popups","Store design","4.0 of 5 stars","(12 reviews)","https://apps.shopifycdn.com/listing_images/5b7318f50f2b5640690333797bfdfda5/icon/7eea15b2784aae64ff9a243a0e30deef.png?height=84&width=84"
"1586365115-1894","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=72&pricing=all&requirements=off&sort_by=installed","Jetti","https://apps.shopify.com/jetti?surface_detail=all&surface_inter_position=72&surface_intra_position=22&surface_type=category","Jetti","https://apps.shopify.com/partners/jetti","Jetti","https://jetti.io","https://jetti.io/features","Orders and shipping","5.0 of 5 stars","(8 reviews)","https://apps.shopifycdn.com/listing_images/2dd307ea5832526793b3a1f5af9bbe1b/icon/169997fd6a247c049c8526525d10ca4e.png?height=84&width=84"
"1586361976-1479","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=90&pricing=all&requirements=off&sort_by=installed","Shopee Channel","https://apps.shopify.com/shopee-channel?surface_detail=all&surface_inter_position=90&surface_intra_position=5&surface_type=category","Shopee Channel","https://apps.shopify.com/partners/sane-men","Sane Men LLC","https://shopee-channel.herokuapp.com/pages/privacy","https://shopee-channel.herokuapp.com/pages/faqs","Finding and adding products","4.8 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/f6b3c0a3bdd1b6efeb606a3f35948e56/icon/46d4af438d2cd27991266d8624450c2e.png?height=84&width=84"
"1586367483-2860","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=32&pricing=all&requirements=off&sort_by=installed","Ultimate Social Proof, Urgency","https://apps.shopify.com/nextsale?surface_detail=all&surface_inter_position=32&surface_intra_position=16&surface_type=category","Ultimate Social Proof, Urgency","https://apps.shopify.com/partners/nextsaleio","Nextsale","https://nextsale.io/","https://help.nextsale.io","Store design","4.9 of 5 stars","(74 reviews)","https://apps.shopifycdn.com/listing_images/3d761d755507de5119225623156a4943/icon/e1aa2ad4c2be619cae939c447bf3efb9.png?height=84&width=84"
"1586368240-3204","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=18&pricing=all&requirements=off&sort_by=installed","MY ONLINE FASHION STORE","https://apps.shopify.com/my-online-fashion-store?surface_detail=all&surface_inter_position=18&surface_intra_position=8&surface_type=category","MY ONLINE FASHION STORE","https://apps.shopify.com/partners/ccwholesaleclothing","ccwholesaleclothing","https://www.myonlinefashionstore.com","https://www.myonlinefashionstore.com/pages/faq","Finding and adding products","4.5 of 5 stars","(118 reviews)","https://apps.shopifycdn.com/listing_images/e6161a8f323114b2e1f70b018f434ae0/icon/d10e46b4d8081a5726193b7cd2bc2f06.jpg?height=84&quality=90&width=84"
"1586367738-2977","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=27&pricing=all&requirements=off&sort_by=installed","Dcode ‑ Discount codes in Cart","https://apps.shopify.com/discountcode-in-cart?surface_detail=all&surface_inter_position=27&surface_intra_position=19&surface_type=category","Dcode ‑ Discount codes in Cart","https://apps.shopify.com/partners/flomllr","flomllr","null","http://dcodeprivacy.netlify.com","Store design","4.9 of 5 stars","(89 reviews)","https://apps.shopifycdn.com/listing_images/8f89940fd7bc899c4ad36102bb59c8d3/icon/bb645e3bdf18e63b84b9787a78da11e3.png?height=84&width=84"
"1586367958-3078","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=23&pricing=all&requirements=off&sort_by=installed","SMART Express","https://apps.shopify.com/smar7-express?surface_detail=all&surface_inter_position=23&surface_intra_position=14&surface_type=category","SMART Express","https://apps.shopify.com/partners/skup","Skup","https://smar7apps.com/privacy-policy","https://smar7apps.com","Finding and adding products","4.9 of 5 stars","(355 reviews)","https://apps.shopifycdn.com/listing_images/d25d73ca4ca3fa2d4dce9d530f44746d/icon/fa7093abc34c4ccf0f46b66bdf199f8c.png?height=84&width=84"
"1586363056-1677","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=81&pricing=all&requirements=off&sort_by=installed","While Supplies Last","https://apps.shopify.com/while-supplies-last?surface_detail=all&surface_inter_position=81&surface_intra_position=23&surface_type=category","While Supplies Last","https://apps.shopify.com/partners/ethercycle","Ethercycle","https://ethercycle.com/whilesupplieslast/support/","https://ethercycle.com/whilesupplieslast/support/","Sales and conversion optimization","4.5 of 5 stars","(20 reviews)","https://apps.shopifycdn.com/listing_images/1f062f11b1cc2ffa25b21fd71b8849bc/icon/2b5eb88b7476d2daddea980d4b7785f0.png?height=84&width=84"
"1586362701-1644","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=83&pricing=all&requirements=off&sort_by=installed","Metafields Plus +","https://apps.shopify.com/product-metafields?surface_detail=all&surface_inter_position=83&surface_intra_position=8&surface_type=category","Metafields Plus +","https://apps.shopify.com/partners/atwaldevelops","AT Develops","https://atdevelops.com/shopify/metafields/privacy-policy.pdf","https://www.atdevelops.com","Productivity","4.0 of 5 stars","(10 reviews)","https://apps.shopifycdn.com/listing_images/6106dead42671e244a870bc94eec91ed/icon/f530b2208731c3cb84fd2d900ff169f4.png?height=84&width=84"
"1586363735-1750","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=78&pricing=all&requirements=off&sort_by=installed","Connect My Sales","https://apps.shopify.com/connect-my-sales?surface_detail=all&surface_inter_position=78&surface_intra_position=22&surface_type=category","Connect My Sales","https://apps.shopify.com/partners/washmo-media-llc","WASHMO Media, LLC","https://connectmysales.com/","https://connectmysales.zendesk.com/","Orders and shipping","5.0 of 5 stars","(9 reviews)","https://apps.shopifycdn.com/listing_images/e7c12be269e3901e0b64a33a0125b2a5/icon/dbbeef249bb889e67824143c834b3bf7.png?height=84&width=84"
"1586366073-2212","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=59&pricing=all&requirements=off&sort_by=installed","Smart Google Shopping Feeds","https://apps.shopify.com/shopping-feed-for-google?surface_detail=all&surface_inter_position=59&surface_intra_position=16&surface_type=category","Smart Google Shopping Feeds","https://apps.shopify.com/partners/webrexstudio","Webrex Studio","https://shopping-feed.webrexstudio.com/privacy.html","https://shopping-feed.webrexstudio.com","Marketing","5.0 of 5 stars","(8 reviews)","https://apps.shopifycdn.com/listing_images/66982107addaca8d36d8a4ec5090ed58/icon/656d53767daf8bc58049a0962040864e.png?height=84&width=84"
"1586366310-2321","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=55&pricing=all&requirements=off&sort_by=installed","Event Ticketing","https://apps.shopify.com/event-ticketing?surface_detail=all&surface_inter_position=55&surface_intra_position=3&surface_type=category","Event Ticketing","https://apps.shopify.com/partners/guest-manager","Guest Manager","https://www.guestmanager.com","https://docs.guestmanager.com/en/collections/1873970-shopify-app","Store design","5.0 of 5 stars","(6 reviews)","https://apps.shopifycdn.com/listing_images/68eb424504707a1f85e3d2e720e18c40/icon/00fc6764ee91b4b1f8d2688ef22baeb1.png?height=84&width=84"
